ID	DOCULECT	CONCEPT	GLOSS_ID	VALUE	FORM	TOKENS
9603	鹿寨鹿寨	甜	423	waːn⁵⁴ʔ	waːn⁵⁴ʔ	w aː n ⁵⁴ʔ/⁵⁴
4354	大化岩滩	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
4355	大化流水	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
4356	都安高岭	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
4357	都安百旺	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
4358	上林塘红	生 (肉)	427	ʔdip⁵⁵	ʔdip⁵⁵	ˀd i p ⁵⁵
4359	上林明亮	生 (肉)	427	ʔdɜp⁵⁵	ʔdɜp⁵⁵	ˀd ɜ p ⁵⁵
4360	马山永州	生 (肉)	427	ʔdip⁴⁴	ʔdip⁴⁴	ˀd i p ⁴⁴
4361	马山白山	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
4362	忻城北更	生 (肉)	427	ʔdip⁵⁵	ʔdip⁵⁵	ˀd i p ⁵⁵
4363	忻城果邃	生 (肉)	427	ʔdip⁵⁵	ʔdip⁵⁵	ˀd i p ⁵⁵
9634	兴宾迁江	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
9635	兴宾寺山	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
9636	桂平石龙	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
9637	港北中里	生 (肉)	427	ʔdip⁵⁵	ʔdip⁵⁵	ˀd i p ⁵⁵
9638	武宣黄茆	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
9639	武宣桐岭	生 (肉)	427	ʔdɜp⁵⁵	ʔdɜp⁵⁵	ˀd ɜ p ⁵⁵
9640	象州大乐	生 (肉)	427	ʔdɪp⁵⁵	ʔdɪp⁵⁵	ˀd ɪ p ⁵⁵
9641	象州运江	生 (肉)	427	θiːŋ⁵⁴ʔ	θiːŋ⁵⁴ʔ	θ iː ŋ ⁵⁴ʔ/⁵⁴
9642	鹿寨四排	生 (肉)	427	ɗɪp⁵⁵	ɗɪp⁵⁵	ɗ ɪ p ⁵⁵
9643	鹿寨鹿寨	生 (肉)	427	ɗɪp⁵⁵	ɗɪp⁵⁵	ɗ ɪ p ⁵⁵
4116	大化岩滩	生气	405	fɐt³⁴ hei⁴⁴	fɐt³⁴+hei⁴⁴	f ɐ t ³⁴ + h ei ⁴⁴
4117	大化流水	生气	405	faːt³³ hi⁴⁴	faːt³³+hi⁴⁴	f aː t ³³ + h i ⁴⁴
4118	都安高岭	生气	405	hëi⁴³ hən³⁴¹, ʔdɐt⁴⁴ hëi⁴³³	hëi⁴³+hən³⁴¹	h ëi/ei ⁴³ + h ə n ³⁴¹
4119	都安高岭	生气	405	hëi⁴³ hən³⁴¹, ʔdɐt⁴⁴ hëi⁴³³	+ʔdɐt⁴⁴+hëi⁴³³	ˀd ɐ t ⁴⁴ + h ëi/ei ⁴³³
4120	都安百旺	生气	405	ʔdɜt⁴⁴ hi³³	ʔdɜt⁴⁴+hi³³	ˀd ɜ t ⁴⁴ + h i ³³
4121	上林塘红	生气	405	ʔdɛːt³³ həi³³	ʔdɛːt³³+həi³³	ˀd ɛː t ³³ + h əi ³³
4122	上林明亮	生气	405	ȵɐk⁵⁵ həi⁴⁵³	ȵɐk⁵⁵+həi⁴⁵³	ȵ ɐ k ⁵⁵ + h əi ⁴⁵³
4123	马山永州	生气	405	faːt²² hei⁴⁵	faːt²²+hei⁴⁵	f aː t ²² + h ei ⁴⁵
4124	马山白山	生气	405	ʔdaːt⁴⁴ hei⁴⁴	ʔdaːt⁴⁴+hei⁴⁴	ˀd aː t ⁴⁴ + h ei ⁴⁴
4125	忻城北更	生气	405	ɣeam³⁵ həi⁴⁴, ʔdɛːt³³ həi⁴⁴	ɣeam³⁵+həi⁴⁴	ɣ ea m ³⁵ + h əi ⁴⁴
4126	忻城北更	生气	405	ɣeam³⁵ həi⁴⁴, ʔdɛːt³³ həi⁴⁴	+ʔdɛːt³³+həi⁴⁴	ˀd ɛː t ³³ + h əi ⁴⁴
4127	忻城果邃	生气	405	faːt³³ hɘi³³	faːt³³+hɘi³³	f aː t ³³ + h ɘi ³³
9410	兴宾迁江	生气	405	faːt³³ həi⁵⁵³	faːt³³+həi⁵⁵³	f aː t ³³ + h əi ⁵⁵³
9411	兴宾寺山	生气	405	faːt³³ həi⁵⁵	faːt³³+həi⁵⁵	f aː t ³³ + h əi ⁵⁵
9412	桂平石龙	生气	405	mɘi²¹ hɘi⁴⁵	mɘi²¹+hɘi⁴⁵	m ɘi ²¹ + h ɘi ⁴⁵
9413	港北中里	生气	405	faːt³² hɘi⁵⁵	faːt³²+hɘi⁵⁵	f aː t ³² + h ɘi ⁵⁵
9414	武宣黄茆	生气	405	fɐt²² həi⁴⁵	fɐt²²+həi⁴⁵	f ɐ t ²² + h əi ⁴⁵
9415	武宣桐岭	生气	405	hei⁵⁵	hei⁵⁵	h ei ⁵⁵
9416	象州大乐	生气	405	hɘi⁴⁵ ɣeː̙ m⁵³	hɘi⁴⁵+ɣeːm⁵³	h ɘi ⁴⁵ + ɣ eː m ⁵³
9417	象州运江	生气	405	hei³³ ʝɯːm⁵³	hei³³+ʝɯːm⁵³	h ei ³³ + ʝ ɯː m ⁵³
9418	鹿寨四排	生气	405	faːt⁴⁴ hëi⁴⁵	faːt⁴⁴+hëi⁴⁵	f aː t ⁴⁴ + h ëi/ei ⁴⁵
9419	鹿寨鹿寨	生气	405	hi⁴⁵ tsiɤŋ⁴⁵	hi⁴⁵+tsiɤŋ⁴⁵	h i ⁴⁵ + ts iɤ ŋ ⁴⁵
816	大化岩滩	男人*	082	pou³¹ θaːi⁴²	pou³¹+θaːi⁴²	p ou ³¹ + θ aːi ⁴²
817	大化流水	男人*	082	pu²⁴ θaːi⁴²	pu²⁴+θaːi⁴²	p u ²⁴ + θ aːi ⁴²
818	都安高岭	男人*	082	pɔ²¹ θaːi⁵³	pɔ²¹+θaːi⁵³	p ɔ ²¹ + θ aːi ⁵³
819	都安百旺	男人*	082	pɔ²³¹ θaːi⁵³	pɔ²³¹+θaːi⁵³	p ɔ ²³¹ + θ aːi ⁵³
820	上林塘红	男人*	082	pu²¹ θaːi⁴⁵³	pu²¹+θaːi⁴⁵³	p u ²¹ + θ aːi ⁴⁵³
821	上林明亮	男人*	082	pou³¹ ɬaːi³⁵	pou³¹+ɬaːi³⁵	p ou ³¹ + ɬ aːi ³⁵
822	马山永州	男人*	082	wən²¹ θaːi²¹⁴	wən²¹+θaːi²¹⁴	w ə n ²¹ + θ aːi ²¹⁴
823	马山白山	男人*	082	pɔu²¹ θaːi²⁴	pɔu²¹+θaːi²⁴	p ɔu ²¹ + θ aːi ²⁴
824	忻城北更	男人*	082	pou²¹ ɬaːi⁴⁵³	pou²¹+ɬaːi⁴⁵³	p ou ²¹ + ɬ aːi ⁴⁵³
825	忻城果邃	男人*	082	pu²¹ θaːi⁴⁵³	pu²¹+θaːi⁴⁵³	p u ²¹ + θ aːi ⁴⁵³
6072	兴宾迁江	男人*	082	pou²¹ sa̪ ːi³⁵³	pou²¹+saːi³⁵³	p ou ²¹ + s aːi ³⁵³
6073	兴宾寺山	男人*	082	pu²² saːi³⁵	pu²²+saːi³⁵	p u ²² + s aːi ³⁵
6074	桂平石龙	男人*	082	pu²¹ saːi²⁴	pu²¹+saːi²⁴	p u ²¹ + s aːi ²⁴
6075	港北中里	男人*	082	pou²¹ saːi²⁵	pou²¹+saːi²⁵	p ou ²¹ + s aːi ²⁵
6076	武宣黄茆	男人*	082	pɔu²² sa̪ ːi⁵³	pɔu²²+saːi⁵³	p ɔu ²² + s aːi ⁵³
6077	武宣桐岭	男人*	082	pɔu²¹ sa̪ ːi³⁵	pɔu²¹+saːi³⁵	p ɔu ²¹ + s aːi ³⁵
6078	象州大乐	男人*	082	pɔ²¹ sa̪ ːi⁵⁴ʔ	pɔ²¹+saːi⁵⁴ʔ	p ɔ ²¹ + s aːi ⁵⁴ʔ/⁵⁴
6079	象州运江	男人*	082	pou²¹ θaːi⁵⁴ʔ	pou²¹+θaːi⁵⁴ʔ	p ou ²¹ + θ aːi ⁵⁴ʔ/⁵⁴
6080	鹿寨四排	男人*	082	pu²² saːi⁵⁴ʔ	pu²²+saːi⁵⁴ʔ	p u ²² + s aːi ⁵⁴ʔ/⁵⁴
6081	鹿寨鹿寨	男人*	082	pu²² θaːi⁵⁴ʔ	pu²²+θaːi⁵⁴ʔ	p u ²² + θ aːi ⁵⁴ʔ/⁵⁴
3593	大化岩滩	男青年	354	pu²² ɕɔ²³¹	pu²²+ɕɔ²³¹	p u ²² + ɕ ɔ ²³¹
3594	大化流水	男青年	354	lɯk²³ ʔbaːu⁴⁴	lɯk²³+ʔbaːu⁴⁴	l ɯ k ²³ + ˀb aːu ⁴⁴
3595	都安高岭	男青年	354	lɯk³⁴ ʔbaːu⁴³³	lɯk³⁴+ʔbaːu⁴³³	l ɯ k ³⁴ + ˀb aːu ⁴³³
3596	都安百旺	男青年	354	toŋ²² lɯk²²	toŋ²²+lɯk²²	t o ŋ ²² + l ɯ k ²²
3597	上林塘红	男青年	354	lək²² θaːi⁴⁵³	lək²²+θaːi⁴⁵³	l ə k ²² + θ aːi ⁴⁵³
3598	上林明亮	男青年	354	lɤk²² ɬaːi³⁵	lɤk²²+ɬaːi³⁵	l ɤ k ²² + ɬ aːi ³⁵
3599	马山永州	男青年	354	lɤk²² ʔbaːu⁴⁵	lɤk²²+ʔbaːu⁴⁵	l ɤ k ²² + ˀb aːu ⁴⁵
3600	马山白山	男青年	354	hɐu²² θeːŋ²⁴	hɐu²²+θeːŋ²⁴	h ɐu ²² + θ eː ŋ ²⁴
3601	忻城北更	男青年	354	toŋ²¹ lɜk²²	toŋ²¹+lɜk²²	t o ŋ ²¹ + l ɜ k ²²
3602	忻城果邃	男青年	354	pu³¹ ɕɔ²¹, ȵe²¹ ɕɔ²¹	pu³¹+ɕɔ²¹	p u ³¹ + ɕ ɔ ²¹
3603	忻城果邃	男青年	354	pu³¹ ɕɔ²¹, ȵe²¹ ɕɔ²¹	+ȵe²¹+ɕɔ²¹	ȵ e ²¹ + ɕ ɔ ²¹
8910	兴宾迁江	男青年	354	toŋ²¹ lɤk³³	toŋ²¹+lɤk³³	t o ŋ ²¹ + l ɤ k ³³
8911	兴宾寺山	男青年	354	kɜ³³ lɤk²²	kɜ³³+lɤk²²	k ɜ ³³ + l ɤ k ²²
8912	桂平石龙	男青年	354	saːi²⁴ tɕo²¹³	saːi²⁴+tɕo²¹³	s aːi ²⁴ + tɕ o ²¹³
8913	港北中里	男青年	354	lou²¹ ȵɘi⁵⁵	lou²¹+ȵɘi⁵⁵	l ou ²¹ + ȵ ɘi ⁵⁵
8914	武宣黄茆	男青年	354	lɤk²² sa̪ ːi⁵³	lɤk²²+saːi⁵³	l ɤ k ²² + s aːi ⁵³
8915	武宣桐岭	男青年	354	lɤk¹¹ sa̪ ːi³⁵	lɤk¹¹+saːi³⁵	l ɤ k ¹¹ + s aːi ³⁵
8916	象州大乐	男青年	354	pɔ²² tɕɔ²³¹	pɔ²²+tɕɔ²³¹	p ɔ ²² + tɕ ɔ ²³¹
8917	象州运江	男青年	354	pou²² tsɔ²³¹	pou²²+tsɔ²³¹	p ou ²² + ts ɔ ²³¹
8918	鹿寨四排	男青年	354	lɤk²² laːŋ⁴⁵	lɤk²²+laːŋ⁴⁵	l ɤ k ²² + l aː ŋ ⁴⁵
8919	鹿寨鹿寨	男青年	354	lɐk²² laːŋ⁴⁵	lɐk²²+laːŋ⁴⁵	l ɐ k ²² + l aː ŋ ⁴⁵
3012	大化岩滩	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
3013	大化流水	病	296	pɪŋ²⁴	pɪŋ²⁴	p ɪ ŋ ²⁴
3014	都安高岭	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
3015	都安百旺	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
3016	上林塘红	病	296	piŋ³¹	piŋ³¹	p i ŋ ³¹
3017	上林明亮	病	296	pɪŋ⁴¹	pɪŋ⁴¹	p ɪ ŋ ⁴¹
3018	马山永州	病	296	piŋ³¹	piŋ³¹	p i ŋ ³¹
3019	马山白山	病	296	pɪŋ²¹	pɪŋ²¹	p ɪ ŋ ²¹
3020	忻城北更	病	296	piŋ⁴²	piŋ⁴²	p i ŋ ⁴²
3021	忻城果邃	病	296	piŋ³¹	piŋ³¹	p i ŋ ³¹
8324	兴宾迁江	病	296	pɪŋ⁴²	pɪŋ⁴²	p ɪ ŋ ⁴²
8325	兴宾寺山	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
8326	桂平石龙	病	296	pɪŋ⁴³	pɪŋ⁴³	p ɪ ŋ ⁴³
8327	港北中里	病	296	piŋ³²	piŋ³²	p i ŋ ³²
8328	武宣黄茆	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
8329	武宣桐岭	病	296	pɪŋ³¹	pɪŋ³¹	p ɪ ŋ ³¹
8330	象州大乐	病	296	pɪŋ²¹ʔ²	pɪŋ²¹ʔ²	p ɪ ŋ ²¹ʔ²/²¹²
8331	象州运江	病	296	peŋ²¹ʔ³	peŋ²¹ʔ³	p e ŋ ²¹ʔ³/²¹³
8332	鹿寨四排	病	296	pɪŋ³²ʔ³	pɪŋ³²ʔ³	p ɪ ŋ ³²ʔ³/³²³
8333	鹿寨鹿寨	病	296	pɪŋ³¹ʔ	pɪŋ³¹ʔ	p ɪ ŋ ³¹ʔ/³¹
3042	大化岩滩	痒	299	hʊm²³¹	hʊm²³¹	h ʊ m ²³¹
3043	大化流水	痒	299	hʊm²³¹	hʊm²³¹	h ʊ m ²³¹
3044	都安高岭	痒	299	hɔm²³¹	hɔm²³¹	h ɔ m ²³¹
3045	都安百旺	痒	299	hʊm²³¹	hʊm²³¹	h ʊ m ²³¹
3046	上林塘红	痒	299	han²¹	han²¹	h a n ²¹
3047	上林明亮	痒	299	hɐn²⁴	hɐn²⁴	h ɐ n ²⁴
3048	马山永州	痒	299	hom²¹	hom²¹	h o m ²¹
3049	马山白山	痒	299	hʊm³¹	hʊm³¹	h ʊ m ³¹
3050	忻城北更	痒	299	han³²	han³²	h a n ³²
3051	忻城果邃	痒	299	hʊm²¹	hʊm²¹	h ʊ m ²¹
8354	兴宾迁江	痒	299	həm²³²	həm²³²	h ə m ²³²
8355	兴宾寺山	痒	299	hɑm²⁴	hɑm²⁴	h ɑ m ²⁴
8356	桂平石龙	痒	299	hɜm²¹³	hɜm²¹³	h ɜ m ²¹³
8357	港北中里	痒	299	hom²¹³	hom²¹³	h o m ²¹³
8358	武宣黄茆	痒	299	hʌm²³¹	hʌm²³¹	h ʌ m ²³¹
8359	武宣桐岭	痒	299	hɑm²¹³	hɑm²¹³	h ɑ m ²¹³
8360	象州大乐	痒	299	hɜm²³¹	hɜm²³¹	h ɜ m ²³¹
8361	象州运江	痒	299	hɜm²³¹	hɜm²³¹	h ɜ m ²³¹
8362	鹿寨四排	痒	299	hɑːp¹¹	hɑːp¹¹	h ɑː p ¹¹
8363	鹿寨鹿寨	痒	299	hɑp²²	hɑp²²	h ɑ p ²²
3966	大化岩滩	瘦	391	ɹɔ²³¹	ɹɔ²³¹	ɹ ɔ ²³¹
3967	大化流水	瘦	391	ɹɔ²³¹	ɹɔ²³¹	ɹ ɔ ²³¹
3968	都安高岭	瘦	391	ðɔ²³¹	ðɔ²³¹	ð ɔ ²³¹
3969	都安百旺	瘦	391	pjɔːm⁵³	pjɔːm⁵³	p j ɔː m ⁵³
3970	上林塘红	瘦	391	pjoɜm⁴⁵³	pjoɜm⁴⁵³	p j oɜ m ⁴⁵³
3971	上林明亮	瘦	391	pðoɐm³⁵	pðoɐm³⁵	p/ð oɐ m ³⁵
3972	马山永州	瘦	391	poːm²¹⁴	poːm²¹⁴	p oː m ²¹⁴
3973	马山白山	瘦	391	pɔːm²⁴	pɔːm²⁴	p ɔː m ²⁴
3974	忻城北更	瘦	391	pjɔːm⁴⁵³	pjɔːm⁴⁵³	p j ɔː m ⁴⁵³
3975	忻城果邃	瘦	391	pjoɜm⁴⁵³	pjoɜm⁴⁵³	p j oɜ m ⁴⁵³
9263	兴宾迁江	瘦	391	pjoɜm³⁵³	pjoɜm³⁵³	p j oɜ m ³⁵³
9264	兴宾寺山	瘦	391	pˠoɜm³⁵	pˠoɜm³⁵	pˠ oɜ m ³⁵
9265	桂平石龙	瘦	391	pɔːm²⁴	pɔːm²⁴	p ɔː m ²⁴
9266	港北中里	瘦	391	plɔːm²⁵	plɔːm²⁵	p l ɔː m ²⁵
9267	武宣黄茆	瘦	391	sɐ̪ u⁴⁵	sɐu⁴⁵	s ɐu ⁴⁵
9268	武宣桐岭	瘦	391	pˠɔːm³⁵	pˠɔːm³⁵	pˠ ɔː m ³⁵
9269	象州大乐	瘦	391	po̙ːm̥ ⁵⁴ʔ	po̙ːm̥⁵⁴ʔ	p oː m̥ ⁵⁴ʔ/⁵⁴
9270	象州运江	瘦	391	pˠuəm̥⁵⁴ʔ	pˠuəm̥⁵⁴ʔ	pˠ u/w ə m̥ ⁵⁴ʔ/⁵⁴
9271	鹿寨四排	瘦	391	pjoːm̥ ⁵⁴ʔ	pjoːm̥⁵⁴ʔ	p j oː m̥ ⁵⁴ʔ/⁵⁴
9272	鹿寨鹿寨	瘦	391	pjom⁵⁴ʔ	pjom⁵⁴ʔ	p j o m ⁵⁴ʔ/⁵⁴
3976	大化岩滩	瘦弱	392	ɹɔ²³¹	ɹɔ²³¹	ɹ ɔ ²³¹
3977	大化流水	瘦弱	392	naːi⁴⁴, ȵɔːm⁴⁴	naːi⁴⁴	n aːi ⁴⁴
3978	大化流水	瘦弱	392	naːi⁴⁴, ȵɔːm⁴⁴	+ȵɔːm⁴⁴	ȵ ɔː m ⁴⁴
3979	都安高岭	瘦弱	392	ȵɔɜm⁴³³	ȵɔɜm⁴³³	ȵ ɔɜ m ⁴³³
3980	都安百旺	瘦弱	392	ðɔ²³¹	ðɔ²³¹	ð ɔ ²³¹
3981	上林塘红	瘦弱	392	ȵiək³¹	ȵiək³¹	ȵ i/j ə k ³¹
3982	上林明亮	瘦弱	392	ðo²⁴, kaːŋ³³	ðo²⁴	ð o ²⁴
3983	上林明亮	瘦弱	392	ðo²⁴, kaːŋ³³	+kaːŋ³³	k aː ŋ ³³
3984	马山永州	瘦弱	392	ɹɔ²¹	ɹɔ²¹	ɹ ɔ ²¹
3985	马山白山	瘦弱	392	ȵɔːm⁴⁴	ȵɔːm⁴⁴	ȵ ɔː m ⁴⁴
3986	忻城北更	瘦弱	392	ʔdoak³³	ʔdoak³³	ˀd oa k ³³
3987	忻城果邃	瘦弱	392	naːi³³	naːi³³	n aːi ³³
9273	兴宾迁江	瘦弱	392	ȵiək⁴²	ȵiək⁴²	ȵ i/j ə k ⁴²
9274	兴宾寺山	瘦弱	392	ʔŋʊn⁵⁵, ȵɔ³¹	ʔŋʊn⁵⁵	ˀŋ ʊ n ⁵⁵
9275	兴宾寺山	瘦弱	392	ʔŋʊn⁵⁵, ȵɔ³¹	+ȵɔ³¹	ȵ ɔ ³¹
9276	桂平石龙	瘦弱	392	ʔwɪn⁴⁵	ʔwɪn⁴⁵	ʔ w ɪ n ⁴⁵
9277	港北中里	瘦弱	392	ʔwən⁵⁵	ʔwən⁵⁵	ʔ w ə n ⁵⁵
9278	武宣黄茆	瘦弱	392	naːi⁴⁵	naːi⁴⁵	n aːi ⁴⁵
9279	武宣桐岭	瘦弱	392	ȵiɤk¹¹	ȵiɤk¹¹	ȵ iɤ k ¹¹
9280	象州大乐	瘦弱	392	ȵɔ²¹ʔ²	ȵɔ²¹ʔ²	ȵ ɔ ²¹ʔ²/²¹²
9281	象州运江	瘦弱	392	ɗɔːk⁴⁵	ɗɔːk⁴⁵	ɗ ɔː k ⁴⁵
9282	鹿寨四排	瘦弱	392	naːi⁴⁵	naːi⁴⁵	n aːi ⁴⁵
9283	鹿寨鹿寨	瘦弱	392	jɪk²² jaːk¹², pjom⁵⁴ʔ pjɔːt⁴⁵	jɪk²²+jaːk¹²	j ɪ k ²² + j aː k ¹²
9284	鹿寨鹿寨	瘦弱	392	jɪk²² jaːk¹², pjom⁵⁴ʔ pjɔːt⁴⁵	+pjom⁵⁴ʔ+pjɔːt⁴⁵	p j o m ⁵⁴ʔ/⁵⁴ + p j ɔː t ⁴⁵
1210	大化岩滩	白*	121	haːu⁴²	haːu⁴²	h aːu ⁴²
1211	大化流水	白*	121	haːu⁴²	haːu⁴²	h aːu ⁴²
1212	都安高岭	白*	121	haːu⁵³	haːu⁵³	h aːu ⁵³
1213	都安百旺	白*	121	haːu⁵³	haːu⁵³	h aːu ⁵³
1214	上林塘红	白*	121	haːu⁴⁵³	haːu⁴⁵³	h aːu ⁴⁵³
1215	上林明亮	白*	121	haːu³⁵	haːu³⁵	h aːu ³⁵
1216	马山永州	白*	121	haːu²¹⁴	haːu²¹⁴	h aːu ²¹⁴
1217	马山白山	白*	121	haːu²⁴	haːu²⁴	h aːu ²⁴
1218	忻城北更	白*	121	haːu⁴⁵³	haːu⁴⁵³	h aːu ⁴⁵³
1219	忻城果邃	白*	121	haːu⁴⁵³	haːu⁴⁵³	h aːu ⁴⁵³
6482	兴宾迁江	白*	121	haːu³⁵³	haːu³⁵³	h aːu ³⁵³
6483	兴宾寺山	白*	121	haːu³⁵	haːu³⁵	h aːu ³⁵
6484	桂平石龙	白*	121	haːu²⁴	haːu²⁴	h aːu ²⁴
6485	港北中里	白*	121	haːu²⁵	haːu²⁵	h aːu ²⁵
6486	武宣黄茆	白*	121	haːu⁵³	haːu⁵³	h aːu ⁵³
6487	武宣桐岭	白*	121	haːu³⁵	haːu³⁵	h aːu ³⁵
6488	象州大乐	白*	121	haːu⁵⁴ʔ	haːu⁵⁴ʔ	h aːu ⁵⁴ʔ/⁵⁴
6489	象州运江	白*	121	haːu⁵⁴ʔ	haːu⁵⁴ʔ	h aːu ⁵⁴ʔ/⁵⁴
6490	鹿寨四排	白*	121	haːu⁵⁴ʔ	haːu⁵⁴ʔ	h aːu ⁵⁴ʔ/⁵⁴
6491	鹿寨鹿寨	白*	121	haːu⁵⁴ʔ	haːu⁵⁴ʔ	h aːu ⁵⁴ʔ/⁵⁴
362	大化岩滩	白天*	037	cjɐŋ⁴² ŋɔn²³¹	cjɐŋ⁴²+ŋɔn²³¹	c j ɐ ŋ ⁴² + ŋ ɔ n ²³¹
363	大化流水	白天*	037	cjaŋ⁴² ŋɔn²³¹	cjaŋ⁴²+ŋɔn²³¹	c j a ŋ ⁴² + ŋ ɔ n ²³¹
364	都安高岭	白天*	037	cɕɐŋ⁵³ ŋɔn²³¹	cɕɐŋ⁵³+ŋɔn²³¹	cɕ/tɕ ɐ ŋ ⁵³ + ŋ ɔ n ²³¹
365	都安百旺	白天*	037	tɔŋ²¹ ŋɔn²³¹, pɐn⁵³ ŋɔn²³¹	tɔŋ²¹+ŋɔn²³¹	t ɔ ŋ ²¹ + ŋ ɔ n ²³¹
366	都安百旺	白天*	037	tɔŋ²¹ ŋɔn²³¹, pɐn⁵³ ŋɔn²³¹	+pɐn⁵³+ŋɔn²³¹	p ɐ n ⁵³ + ŋ ɔ n ²³¹
367	上林塘红	白天*	037	toŋ²² ŋɔn²¹, kjaːŋ⁵⁵ ŋɔn²¹	toŋ²²+ŋɔn²¹	t o ŋ ²² + ŋ ɔ n ²¹
368	上林塘红	白天*	037	toŋ²² ŋɔn²¹, kjaːŋ⁵⁵ ŋɔn²¹	+kjaːŋ⁵⁵+ŋɔn²¹	k j aː ŋ ⁵⁵ + ŋ ɔ n ²¹
369	上林明亮	白天*	037	kjaːŋ³³ ŋwɐn²⁴	kjaːŋ³³+ŋwɐn²⁴	k j aː ŋ ³³ + ŋ w ɐ n ²⁴
370	马山永州	白天*	037	paːn³³ ŋɔn²¹	paːn³³+ŋɔn²¹	p aː n ³³ + ŋ ɔ n ²¹
371	马山白山	白天*	037	kjaːŋ⁴ ŋɔn³¹	kjaːŋ⁴+ŋɔn³¹	k j aː ŋ ⁴ + ŋ ɔ n ³¹
372	忻城北更	白天*	037	toŋ²² ŋɔn³²	toŋ²²+ŋɔn³²	t o ŋ ²² + ŋ ɔ n ³²
373	忻城果邃	白天*	037	tɐŋ²² ŋɔn²¹	tɐŋ²²+ŋɔn²¹	t ɐ ŋ ²² + ŋ ɔ n ²¹
5616	兴宾迁江	白天*	037	kjaːŋ³³ ŋɔn²³²	kjaːŋ³³+ŋɔn²³²	k j aː ŋ ³³ + ŋ ɔ n ²³²
5617	兴宾寺山	白天*	037	cɐŋ³³ ŋwɐn²⁴	cɐŋ³³+ŋwɐn²⁴	c ɐ ŋ ³³ + ŋ w ɐ n ²⁴
5618	桂平石龙	白天*	037	kaːŋ ŋɐn	kaːŋ+ŋɐn	k aː ŋ + ŋ ɐ n
5619	港北中里	白天*	037	klaŋ³⁴ ŋwɐn²¹³	klaŋ³⁴+ŋwɐn²¹³	k l a ŋ ³⁴ + ŋ w ɐ n ²¹³
5620	武宣黄茆	白天*	037	kɤŋ³³ ŋwɐn²³¹	kɤŋ³³+ŋwɐn²³¹	k ɤ ŋ ³³ + ŋ w ɐ n ²³¹
5621	武宣桐岭	白天*	037	kɐŋ³³ ŋwɐn²¹³	kɐŋ³³+ŋwɐn²¹³	k ɐ ŋ ³³ + ŋ w ɐ n ²¹³
5622	象州大乐	白天*	037	kɛŋ̙ ³³ ŋwɐn²³¹	kɛŋ³³+ŋwɐn²³¹	k ɛ ŋ ³³ + ŋ w ɐ n ²³¹
5623	象州运江	白天*	037	caŋ⁵⁵ ŋwɐn²³¹	caŋ⁵⁵+ŋwɐn²³¹	c a ŋ ⁵⁵ + ŋ w ɐ n ²³¹
5624	鹿寨四排	白天*	037	cjeŋ³³ ŋwɐn²³¹	cjeŋ³³+ŋwɐn²³¹	c j e ŋ ³³ + ŋ w ɐ n ²³¹
5625	鹿寨鹿寨	白天*	037	toŋ³³ ŋwɐn²³¹	toŋ³³+ŋwɐn²³¹	t o ŋ ³³ + ŋ w ɐ n ²³¹
2740	大化岩滩	白蚁	269	mɐt³⁴ cjʊk⁵⁵	mɐt³⁴+cjʊk⁵⁵	m ɐ t ³⁴ + c j ʊ k ⁵⁵
2741	大化流水	白蚁	269	mot²³ cjʊk⁵⁵	mot²³+cjʊk⁵⁵	m o t ²³ + c j ʊ k ⁵⁵
2742	都安高岭	白蚁	269	mot³⁴ cɕʊk⁵⁵	mot³⁴+cɕʊk⁵⁵	m o t ³⁴ + cɕ/tɕ ʊ k ⁵⁵
2743	都安百旺	白蚁	269	mɜt²² kjʊk⁵⁵	mɜt²²+kjʊk⁵⁵	m ɜ t ²² + k j ʊ k ⁵⁵
2744	上林塘红	白蚁	269	mɔt²² pjʊk⁵⁵	mɔt²²+pjʊk⁵⁵	m ɔ t ²² + p j ʊ k ⁵⁵
2745	上林明亮	白蚁	269	pjʊk⁵⁵	pjʊk⁵⁵	p j ʊ k ⁵⁵
2746	马山永州	白蚁	269	tu²² pjʊk⁴⁴	tu²²+pjʊk⁴⁴	t u ²² + p j ʊ k ⁴⁴
