ID	DOCULECT	CONCEPT	GLOSS_ID	VALUE	FORM	TOKENS
3202	忻城北更	银子	314	ŋan³²	ŋan³²	ŋ a n ³²
3203	忻城果邃	银子	314	ŋɐn²¹	ŋɐn²¹	ŋ ɐ n ²¹
8505	兴宾迁江	银子	314	ŋɐn²³²	ŋɐn²³²	ŋ ɐ n ²³²
8506	兴宾寺山	银子	314	ŋɐn²⁴	ŋɐn²⁴	ŋ ɐ n ²⁴
8507	桂平石龙	银子	314	ŋɐn²¹³	ŋɐn²¹³	ŋ ɐ n ²¹³
8508	港北中里	银子	314	ŋɐn²¹³	ŋɐn²¹³	ŋ ɐ n ²¹³
8509	武宣黄茆	银子	314	ŋɐn²³¹	ŋɐn²³¹	ŋ ɐ n ²³¹
8510	武宣桐岭	银子	314	ȵɐn²¹³	ȵɐn²¹³	ȵ ɐ n ²¹³
8511	象州大乐	银子	314	ŋɐn²³¹	ŋɐn²³¹	ŋ ɐ n ²³¹
8512	象州运江	银子	314	ŋɐn²³¹	ŋɐn²³¹	ŋ ɐ n ²³¹
8513	鹿寨四排	银子	314	ŋɐn²³¹	ŋɐn²³¹	ŋ ɐ n ²³¹
8514	鹿寨鹿寨	银子	314	ŋɐn²³¹	ŋɐn²³¹	ŋ ɐ n ²³¹
3224	大化岩滩	锅(炒菜锅)	317	ɕaːu⁴⁴	ɕaːu⁴⁴	ɕ aːu ⁴⁴
3225	大化流水	锅(炒菜锅)	317	ɕaːu⁴⁴	ɕaːu⁴⁴	ɕ aːu ⁴⁴
3226	都安高岭	锅(炒菜锅)	317	ɕaːu⁴³³	ɕaːu⁴³³	ɕ aːu ⁴³³
3227	都安百旺	锅(炒菜锅)	317	kwa⁵³	kwa⁵³	k w a ⁵³
3228	上林塘红	锅(炒菜锅)	317	ɣeak³³	ɣeak³³	ɣ ea k ³³
3229	上林明亮	锅(炒菜锅)	317	ðeak³³	ðeak³³	ð ea k ³³
3230	马山永州	锅(炒菜锅)	317	ɕaːu⁴⁵	ɕaːu⁴⁵	ɕ aːu ⁴⁵
3231	马山白山	锅(炒菜锅)	317	ɕaːu⁴⁴	ɕaːu⁴⁴	ɕ aːu ⁴⁴
3232	忻城北更	锅(炒菜锅)	317	ɣeak³³	ɣeak³³	ɣ ea k ³³
3233	忻城果邃	锅(炒菜锅)	317	kwa⁴⁵³	kwa⁴⁵³	k w a ⁴⁵³
8535	兴宾迁江	锅(炒菜锅)	317	heak³³	heak³³	h ea k ³³
8536	兴宾寺山	锅(炒菜锅)	317	kwa³⁵	kwa³⁵	k w a ³⁵
8537	桂平石龙	锅(炒菜锅)	317	leak⁵⁵	leak⁵⁵	l ea k ⁵⁵
8538	港北中里	锅(炒菜锅)	317	leak³⁴	leak³⁴	l ea k ³⁴
8539	武宣黄茆	锅(炒菜锅)	317	kwa⁵³	kwa⁵³	k w a ⁵³
8540	武宣桐岭	锅(炒菜锅)	317	kwa³⁵	kwa³⁵	k w a ³⁵
8541	象州大乐	锅(炒菜锅)	317	kwa⁵⁴ʔ	kwa⁵⁴ʔ	k w a ⁵⁴ʔ/⁵⁴
8542	象州运江	锅(炒菜锅)	317	kwa⁵⁴ʔ	kwa⁵⁴ʔ	k w a ⁵⁴ʔ/⁵⁴
8543	鹿寨四排	锅(炒菜锅)	317	kwa⁵⁴ʔ	kwa⁵⁴ʔ	k w a ⁵⁴ʔ/⁵⁴
8544	鹿寨鹿寨	锅(炒菜锅)	317	kwa⁵⁴ʔ	kwa⁵⁴ʔ	k w a ⁵⁴ʔ/⁵⁴
1343	大化岩滩	锋利*	134	ɹɜi³¹	ɹɜi³¹	ɹ ɜi ³¹
1344	大化流水	锋利*	134	ɹɜi²⁴	ɹɜi²⁴	ɹ ɜi ²⁴
1345	都安高岭	锋利*	134	ðɜi³¹	ðɜi³¹	ð ɜi ³¹
1346	都安百旺	锋利*	134	ðɜi³¹	ðɜi³¹	ð ɜi ³¹
1347	上林塘红	锋利*	134	ɣai³¹	ɣai³¹	ɣ ai ³¹
1348	上林明亮	锋利*	134	ðɛ̈i⁴¹	ðɛ̈i⁴¹	ð ɛ̈i/ɛi ⁴¹
1349	马山永州	锋利*	134	kaːt⁴⁵	kaːt⁴⁵	k aː t ⁴⁵
1350	马山白山	锋利*	134	ɹɜi²¹	ɹɜi²¹	ɹ ɜi ²¹
1351	忻城北更	锋利*	134	ɣai⁴²	ɣai⁴²	ɣ ai ⁴²
1352	忻城果邃	锋利*	134	ðɜi³¹	ðɜi³¹	ð ɜi ³¹
6619	兴宾迁江	锋利*	134	jɛi⁴²	jɛi⁴²	j ɛi ⁴²
6620	兴宾寺山	锋利*	134	ɣəi³¹	ɣəi³¹	ɣ əi ³¹
6621	桂平石龙	锋利*	134	lɐi⁴³	lɐi⁴³	l ɐi ⁴³
6622	港北中里	锋利*	134	lɜi³²	lɜi³²	l ɜi ³²
6623	武宣黄茆	锋利*	134	ɣɐi³¹	ɣɐi³¹	ɣ ɐi ³¹
6624	武宣桐岭	锋利*	134	ɣei³¹	ɣei³¹	ɣ ei ³¹
6625	象州大乐	锋利*	134	ɣɛi²¹ʔ²	ɣɛi²¹ʔ²	ɣ ɛi ²¹ʔ²/²¹²
6626	象州运江	锋利*	134	ʝɐi²¹ʔ³	ʝɐi²¹ʔ³	ʝ ɐi ²¹ʔ³/²¹³
6627	鹿寨四排	锋利*	134	jɐi³²ʔ³	jɐi³²ʔ³	j ɐi ³²ʔ³/³²³
6628	鹿寨鹿寨	锋利*	134	jɜi³¹ʔ	jɜi³¹ʔ	j ɜi ³¹ʔ/³¹
4210	大化岩滩	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4211	大化流水	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4212	都安高岭	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4213	都安百旺	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4214	上林塘红	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4215	上林明亮	错 (错了)	414	lɔŋ³⁵	lɔŋ³⁵	l ɔ ŋ ³⁵
4216	马山永州	错 (错了)	414	lɔŋ²¹⁴	lɔŋ²¹⁴	l ɔ ŋ ²¹⁴
4217	马山白山	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4218	忻城北更	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
4219	忻城果邃	错 (错了)	414	lɔk⁵⁵	lɔk⁵⁵	l ɔ k ⁵⁵
9501	兴宾迁江	错 (错了)	414	ɕo⁵⁵³	ɕo⁵⁵³	ɕ o ⁵⁵³
9502	兴宾寺山	错 (错了)	414	tɕɔ⁵⁵	tɕɔ⁵⁵	tɕ ɔ ⁵⁵
9503	桂平石龙	错 (错了)	414	tɕo⁴⁵	tɕo⁴⁵	tɕ o ⁴⁵
9504	港北中里	错 (错了)	414	tɕɔ⁵⁵	tɕɔ⁵⁵	tɕ ɔ ⁵⁵
9505	武宣黄茆	错 (错了)	414	tɕaːk⁴⁵	tɕaːk⁴⁵	tɕ aː k ⁴⁵
9506	武宣桐岭	错 (错了)	414	tɕo⁵⁵	tɕo⁵⁵	tɕ o ⁵⁵
9507	象州大乐	错 (错了)	414	tɕaːk⁴⁴	tɕaːk⁴⁴	tɕ aː k ⁴⁴
9508	象州运江	错 (错了)	414	tsaːk⁴⁵	tsaːk⁴⁵	ts aː k ⁴⁵
9509	鹿寨四排	错 (错了)	414	tsaːk⁴⁴	tsaːk⁴⁴	ts aː k ⁴⁴
9510	鹿寨鹿寨	错 (错了)	414	tsaːk⁴⁵	tsaːk⁴⁵	ts aː k ⁴⁵
3553	大化岩滩	锣	350	la²³¹	la²³¹	l a ²³¹
3554	大化流水	锣	350	la²³¹	la²³¹	l a ²³¹
3555	都安高岭	锣	350	la²³¹	la²³¹	l a ²³¹
3556	都安百旺	锣	350	la²³¹	la²³¹	l a ²³¹
3557	上林塘红	锣	350	la²¹	la²¹	l a ²¹
3558	上林明亮	锣	350	la²⁴	la²⁴	l a ²⁴
3559	马山永州	锣	350	la²¹	la²¹	l a ²¹
3560	马山白山	锣	350	la³¹	la³¹	l a ³¹
3561	忻城北更	锣	350	la³²	la³²	l a ³²
3562	忻城果邃	锣	350	la²¹	la²¹	l a ²¹
8867	兴宾迁江	锣	350	la²³²	la²³²	l a ²³²
8868	兴宾寺山	锣	350	la²⁴	la²⁴	l a ²⁴
8869	桂平石龙	锣	350	la²¹³	la²¹³	l a ²¹³
8870	港北中里	锣	350	la²¹³	la²¹³	l a ²¹³
8871	武宣黄茆	锣	350	la²³¹	la²³¹	l a ²³¹
8872	武宣桐岭	锣	350	coɐŋ²¹³	coɐŋ²¹³	c oɐ ŋ ²¹³
8873	象州大乐	锣	350	la²³¹	la²³¹	l a ²³¹
8874	象州运江	锣	350	tɔŋ²² la²³¹	tɔŋ²²+la²³¹	t ɔ ŋ ²² + l a ²³¹
8875	鹿寨四排	锣	350	la²³¹	la²³¹	l a ²³¹
8876	鹿寨鹿寨	锣	350	lwa²³¹	lwa²³¹	l w a ²³¹
1100	大化岩滩	长*	110	ɹɜi²³¹	ɹɜi²³¹	ɹ ɜi ²³¹
1101	大化流水	长*	110	ɹɜi²³¹	ɹɜi²³¹	ɹ ɜi ²³¹
1102	都安高岭	长*	110	ðɜi²³¹	ðɜi²³¹	ð ɜi ²³¹
1103	都安百旺	长*	110	ðɜi²³¹	ðɜi²³¹	ð ɜi ²³¹
1104	上林塘红	长*	110	ɣai²¹	ɣai²¹	ɣ ai ²¹
1105	上林明亮	长*	110	ðɛ̈i²⁴	ðɛ̈i²⁴	ð ɛ̈i/ɛi ²⁴
1106	马山永州	长*	110	ɹɛi²¹	ɹɛi²¹	ɹ ɛi ²¹
1107	马山白山	长*	110	ɹɜi³¹	ɹɜi³¹	ɹ ɜi ³¹
1108	忻城北更	长*	110	ɣai³²	ɣai³²	ɣ ai ³²
1109	忻城果邃	长*	110	ðɜi²¹	ðɜi²¹	ð ɜi ²¹
6372	兴宾迁江	长*	110	jɐi²³²	jɐi²³²	j ɐi ²³²
6373	兴宾寺山	长*	110	ɣəi²⁴	ɣəi²⁴	ɣ əi ²⁴
6374	桂平石龙	长*	110	lɐi²¹³	lɐi²¹³	l ɐi ²¹³
6375	港北中里	长*	110	lɜi²¹³	lɜi²¹³	l ɜi ²¹³
6376	武宣黄茆	长*	110	ɣɐi²³¹	ɣɐi²³¹	ɣ ɐi ²³¹
6377	武宣桐岭	长*	110	ɣei²¹³	ɣei²¹³	ɣ ei ²¹³
6378	象州大乐	长*	110	ɣɛi²³¹	ɣɛi²³¹	ɣ ɛi ²³¹
6379	象州运江	长*	110	ʝei²³¹	ʝei²³¹	ʝ ei ²³¹
6380	鹿寨四排	长*	110	jɐi²³¹	jɐi²³¹	j ɐi ²³¹
6381	鹿寨鹿寨	长*	110	jɜi²³¹	jɜi²³¹	j ɜi ²³¹
3383	大化岩滩	门	333	tou⁴²	tou⁴²	t ou ⁴²
3384	大化流水	门	333	tu⁴²	tu⁴²	t u ⁴²
3385	都安高岭	门	333	tou⁵³	tou⁵³	t ou ⁵³
3386	都安百旺	门	333	tu⁵³	tu⁵³	t u ⁵³
3387	上林塘红	门	333	tɔu⁴⁵³	tɔu⁴⁵³	t ɔu ⁴⁵³
3388	上林明亮	门	333	tou³⁵	tou³⁵	t ou ³⁵
3389	马山永州	门	333	tou²¹⁴	tou²¹⁴	t ou ²¹⁴
3390	马山白山	门	333	tɔu²⁴	tɔu²⁴	t ɔu ²⁴
3391	忻城北更	门	333	tou⁴⁵³	tou⁴⁵³	t ou ⁴⁵³
3392	忻城果邃	门	333	tou⁴⁵³	tou⁴⁵³	t ou ⁴⁵³
8694	兴宾迁江	门	333	tou³⁵³	tou³⁵³	t ou ³⁵³
8695	兴宾寺山	门	333	tou³⁵	tou³⁵	t ou ³⁵
8696	桂平石龙	门	333	tou²⁴	tou²⁴	t ou ²⁴
8697	港北中里	门	333	tou²⁵	tou²⁵	t ou ²⁵
8698	武宣黄茆	门	333	tɔu⁵³	tɔu⁵³	t ɔu ⁵³
8699	武宣桐岭	门	333	tɔu³¹	tɔu³¹	t ɔu ³¹
8700	象州大乐	门	333	tʌu⁵⁴ʔ	tʌu⁵⁴ʔ	t ʌu ⁵⁴ʔ/⁵⁴
8701	象州运江	门	333	tou⁵⁴ʔ	tou⁵⁴ʔ	t ou ⁵⁴ʔ/⁵⁴
8702	鹿寨四排	门	333	tou⁵⁴ʔ	tou⁵⁴ʔ	t ou ⁵⁴ʔ/⁵⁴
8703	鹿寨鹿寨	门	333	tu⁵⁴ʔ	tu⁵⁴ʔ	t u ⁵⁴ʔ/⁵⁴
4128	大化岩滩	闷/无聊	406	ʔbɯ⁴⁴	ʔbɯ⁴⁴	ˀb ɯ ⁴⁴
4129	大化流水	闷/无聊	406	ʔbɯ⁴⁴	ʔbɯ⁴⁴	ˀb ɯ ⁴⁴
4130	都安高岭	闷/无聊	406	ʔbɯ⁴³³	ʔbɯ⁴³³	ˀb ɯ ⁴³³
4131	都安百旺	闷/无聊	406	ʔbɯ³³	ʔbɯ³³	ˀb ɯ ³³
4132	上林塘红	闷/无聊	406	ʔbɯ³³	ʔbɯ³³	ˀb ɯ ³³
4133	上林明亮	闷/无聊	406	ʔbɯ⁴⁵³	ʔbɯ⁴⁵³	ˀb ɯ ⁴⁵³
4134	马山永州	闷/无聊	406	ʔbɯ⁴⁵	ʔbɯ⁴⁵	ˀb ɯ ⁴⁵
4135	马山白山	闷/无聊	406	ʔbɯ⁴⁴	ʔbɯ⁴⁴	ˀb ɯ ⁴⁴
4136	忻城北更	闷/无聊	406	ʔbɯ⁴⁴	ʔbɯ⁴⁴	ˀb ɯ ⁴⁴
4137	忻城果邃	闷/无聊	406	ʔbɯ³³	ʔbɯ³³	ˀb ɯ ³³
9420	兴宾迁江	闷/无聊	406	ʔbɯ⁵⁵³	ʔbɯ⁵⁵³	ˀb ɯ ⁵⁵³
9421	兴宾寺山	闷/无聊	406	ʔbɯ⁵⁵	ʔbɯ⁵⁵	ˀb ɯ ⁵⁵
9422	桂平石龙	闷/无聊	406	muən⁴⁵	muən⁴⁵	m u/w ə n ⁴⁵
9423	港北中里	闷/无聊	406	muən⁵⁵	muən⁵⁵	m u/w ə n ⁵⁵
9424	武宣黄茆	闷/无聊	406	ʔbjɯ⁴⁵	ʔbjɯ⁴⁵	ˀb j ɯ ⁴⁵
9425	武宣桐岭	闷/无聊	406	ʔbu⁵⁵	ʔbu⁵⁵	ˀb u ⁵⁵
9426	象州大乐	闷/无聊	406	ʔbɯ⁴⁵	ʔbɯ⁴⁵	ˀb ɯ ⁴⁵
9427	象州运江	闷/无聊	406	ɓɯ⁴⁵	ɓɯ⁴⁵	ɓ ɯ ⁴⁵
9428	鹿寨四排	闷/无聊	406	ɓɤ⁴⁵	ɓɤ⁴⁵	ɓ ɤ ⁴⁵
9429	鹿寨鹿寨	闷/无聊	406	ɓɯ⁴⁵	ɓɯ⁴⁵	ɓ ɯ ⁴⁵
1590	大化岩滩	闻*	158	ʔdʊm⁴²	ʔdʊm⁴²	ˀd ʊ m ⁴²
1591	大化流水	闻*	158	mʊp⁵⁵	mʊp⁵⁵	m ʊ p ⁵⁵
1592	都安高岭	闻*	158	ʔdʊm⁵³	ʔdʊm⁵³	ˀd ʊ m ⁵³
1593	都安百旺	闻*	158	ȵu³¹	ȵu³¹	ȵ u ³¹
1594	上林塘红	闻*	158	ȵɔu³³	ȵɔu³³	ȵ ɔu ³³
1595	上林明亮	闻*	158	ȵou⁴⁵³	ȵou⁴⁵³	ȵ ou ⁴⁵³
1596	马山永州	闻*	158	mʊp⁴⁴	mʊp⁴⁴	m ʊ p ⁴⁴
1597	马山白山	闻*	158	mʊp⁵⁵	mʊp⁵⁵	m ʊ p ⁵⁵
1598	忻城北更	闻*	158	ȵou⁴⁴	ȵou⁴⁴	ȵ ou ⁴⁴
1599	忻城果邃	闻*	158	ȵʊp⁵⁵	ȵʊp⁵⁵	ȵ ʊ p ⁵⁵
6870	兴宾迁江	闻*	158	ȵou⁵⁵³	ȵou⁵⁵³	ȵ ou ⁵⁵³
6871	兴宾寺山	闻*	158	ȵou⁵⁵	ȵou⁵⁵	ȵ ou ⁵⁵
6872	桂平石龙	闻*	158	ȵɐu⁴⁵	ȵɐu⁴⁵	ȵ ɐu ⁴⁵
6873	港北中里	闻*	158	ȵɐu⁵⁵	ȵɐu⁵⁵	ȵ ɐu ⁵⁵
6874	武宣黄茆	闻*	158	ȵɐu⁴⁵	ȵɐu⁴⁵	ȵ ɐu ⁴⁵
6875	武宣桐岭	闻*	158	ȵɐu⁵⁵	ȵɐu⁵⁵	ȵ ɐu ⁵⁵
6876	象州大乐	闻*	158	ȵɐu⁴⁵	ȵɐu⁴⁵	ȵ ɐu ⁴⁵
6877	象州运江	闻*	158	ȵɐu⁴⁵	ȵɐu⁴⁵	ȵ ɐu ⁴⁵
6878	鹿寨四排	闻*	158	ȵɐu⁴⁵	ȵɐu⁴⁵	ȵ ɐu ⁴⁵
6879	鹿寨鹿寨	闻*	158	ɲɐu⁴⁵	ɲɐu⁴⁵	ɲ ɐu ⁴⁵
2215	大化岩滩	阳光	217	ʔdɪt⁵⁵ ʔdaːt⁴⁴	ʔdɪt⁵⁵+ʔdaːt⁴⁴	ˀd ɪ t ⁵⁵ + ˀd aː t ⁴⁴
2216	大化流水	阳光	217	ʔdɪt⁵⁵ ʔdaːt⁵⁵	ʔdɪt⁵⁵+ʔdaːt⁵⁵	ˀd ɪ t ⁵⁵ + ˀd aː t ⁵⁵
2217	都安高岭	阳光	217	ʔdɪt⁵⁵ ʔdaːt⁴³	ʔdɪt⁵⁵+ʔdaːt⁴³	ˀd ɪ t ⁵⁵ + ˀd aː t ⁴³
2218	都安百旺	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
2219	上林塘红	阳光	217	ʔdit⁵⁵	ʔdit⁵⁵	ˀd i t ⁵⁵
2220	上林明亮	阳光	217	ʔdət⁵⁵	ʔdət⁵⁵	ˀd ə t ⁵⁵
2221	马山永州	阳光	217	ʔdit⁴⁴ ʔdaːt⁴⁵	ʔdit⁴⁴+ʔdaːt⁴⁵	ˀd i t ⁴⁴ + ˀd aː t ⁴⁵
2222	马山白山	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
2223	忻城北更	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
2224	忻城果邃	阳光	217	ðoɐŋ³¹	ðoɐŋ³¹	ð oɐ ŋ ³¹
7504	兴宾迁江	阳光	217	ʔdɪt⁵⁵ ʔdaːt³³	ʔdɪt⁵⁵+ʔdaːt³³	ˀd ɪ t ⁵⁵ + ˀd aː t ³³
7505	兴宾寺山	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
7506	桂平石龙	阳光	217	taŋ³³ ŋɐn²¹ loɐŋ⁴³	taŋ³³+ŋɐn²¹+loɐŋ⁴³	t a ŋ ³³ + ŋ ɐ n ²¹ + l oɐ ŋ ⁴³
7507	港北中里	阳光	217	ʔdit⁵⁵	ʔdit⁵⁵	ˀd i t ⁵⁵
7508	武宣黄茆	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
7509	武宣桐岭	阳光	217	ʔdət⁵⁵	ʔdət⁵⁵	ˀd ə t ⁵⁵
7510	象州大乐	阳光	217	ʔdɪt⁵⁵	ʔdɪt⁵⁵	ˀd ɪ t ⁵⁵
7511	象州运江	阳光	217	ɗɪt⁴⁵	ɗɪt⁴⁵	ɗ ɪ t ⁴⁵
7512	鹿寨四排	阳光	217	ɗɪt⁵⁵	ɗɪt⁵⁵	ɗ ɪ t ⁵⁵
7513	鹿寨鹿寨	阳光	217	ɗɪt⁵⁵	ɗɪt⁵⁵	ɗ ɪ t ⁵⁵
5106	大化岩滩	隐瞒	499	muən²³¹	muən²³¹	m u/w ə n ²³¹
5107	大化流水	隐瞒	499	muən²³¹	muən²³¹	m u/w ə n ²³¹
5108	都安高岭	隐瞒	499	muən²³¹	muən²³¹	m u/w ə n ²³¹
5109	都安百旺	隐瞒	499	jɐm⁵³, muən²³¹	jɐm⁵³	j ɐ m ⁵³
5110	都安百旺	隐瞒	499	jɐm⁵³, muən²³¹	+muən²³¹	m u/w ə n ²³¹
5111	上林塘红	隐瞒	499	muən²¹	muən²¹	m u/w ə n ²¹
5112	上林明亮	隐瞒	499	muən²⁴	muən²⁴	m u/w ə n ²⁴
5113	马山永州	隐瞒	499	jɐm²¹⁴	jɐm²¹⁴	j ɐ m ²¹⁴
5114	马山白山	隐瞒	499	muən³¹	muən³¹	m u/w ə n ³¹
5115	忻城北更	隐瞒	499	muən³²	muən³²	m u/w ə n ³²
5116	忻城果邃	隐瞒	499	jɐm⁴⁵³	jɐm⁴⁵³	j ɐ m ⁴⁵³
10374	兴宾迁江	隐瞒	499	muən²³²	muən²³²	m u/w ə n ²³²
10375	兴宾寺山	隐瞒	499	muən²⁴	muən²⁴	m u/w ə n ²⁴
10376	桂平石龙	隐瞒	499	muən²⁴	muən²⁴	m u/w ə n ²⁴
10377	港北中里	隐瞒	499	jaːn³²³	jaːn³²³	j aː n ³²³
10378	武宣黄茆	隐瞒	499	muːn²³¹	muːn²³¹	m uː n ²³¹
10379	武宣桐岭	隐瞒	499	muən³⁵	muən³⁵	m u/w ə n ³⁵
10380	象州大乐	隐瞒	499	muːn²³¹	muːn²³¹	m uː n ²³¹
10381	象州运江	隐瞒	499	muən²³¹	muən²³¹	m u/w ə n ²³¹
10382	鹿寨四排	隐瞒	499	muːn²³¹	muːn²³¹	m uː n ²³¹
10383	鹿寨鹿寨	隐瞒	499	mɤːn²³¹	mɤːn²³¹	m ɤː n ²³¹
5096	大化岩滩	隐藏	498	ɕɐu⁴²	ɕɐu⁴²	ɕ ɐu ⁴²
5097	大化流水	隐藏	498	ɕɐu⁴²	ɕɐu⁴²	ɕ ɐu ⁴²
5098	都安高岭	隐藏	498	ɕɐu⁵³	ɕɐu⁵³	ɕ ɐu ⁵³
5099	都安百旺	隐藏	498	jɐu³³	jɐu³³	j ɐu ³³
5100	上林塘红	隐藏	498	jɔu³³	jɔu³³	j ɔu ³³
5101	上林明亮	隐藏	498	sɐu³⁵	sɐu³⁵	s ɐu ³⁵
5102	马山永州	隐藏	498	jɔ²¹⁴	jɔ²¹⁴	j ɔ ²¹⁴
5103	马山白山	隐藏	498	ɕɐu²⁴	ɕɐu²⁴	ɕ ɐu ²⁴
5104	忻城北更	隐藏	498	jau⁴⁴	jau⁴⁴	j au ⁴⁴
5105	忻城果邃	隐藏	498	jɜu³³	jɜu³³	j ɜu ³³
10363	兴宾迁江	隐藏	498	ɕɐu³⁵³	ɕɐu³⁵³	ɕ ɐu ³⁵³
10364	兴宾寺山	隐藏	498	tɕɐu³⁵	tɕɐu³⁵	tɕ ɐu ³⁵
10365	桂平石龙	隐藏	498	su²⁴	su²⁴	s u ²⁴
10366	港北中里	隐藏	498	su²⁵	su²⁵	s u ²⁵
10367	武宣黄茆	隐藏	498	jo⁴⁵³	jo⁴⁵³	j o ⁴⁵³
10368	武宣桐岭	隐藏	498	su̪ ³⁵	su³⁵	s u ³⁵
10369	象州大乐	隐藏	498	jɔ⁵⁴ʔ	jɔ⁵⁴ʔ	j ɔ ⁵⁴ʔ/⁵⁴
10370	象州运江	隐藏	498	jɐu⁴⁵	jɐu⁴⁵	j ɐu ⁴⁵
10371	鹿寨四排	隐藏	498	jɐu⁴⁵, jo⁵⁴ʔ	jɐu⁴⁵	j ɐu ⁴⁵
10372	鹿寨四排	隐藏	498	jɐu⁴⁵, jo⁵⁴ʔ	+jo⁵⁴ʔ	j o ⁵⁴ʔ/⁵⁴
10373	鹿寨鹿寨	隐藏	498	jɐu⁴⁵	jɐu⁴⁵	j ɐu ⁴⁵
4189	大化岩滩	难	412	naːn³¹	naːn³¹	n aː n ³¹
4190	大化流水	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
4191	都安高岭	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
4192	都安百旺	难	412	hɔ⁴⁵⁴	hɔ⁴⁵⁴	h ɔ ⁴⁵⁴
4193	上林塘红	难	412	naːn²¹	naːn²¹	n aː n ²¹
4194	上林明亮	难	412	naːn⁴¹	naːn⁴¹	n aː n ⁴¹
4195	马山永州	难	412	naːn²¹	naːn²¹	n aː n ²¹
4196	马山白山	难	412	naːn³¹	naːn³¹	n aː n ³¹
4197	忻城北更	难	412	naːn³²	naːn³²	n aː n ³²
4198	忻城果邃	难	412	naːn²¹	naːn²¹	n aː n ²¹
9481	兴宾迁江	难	412	naːn²³²	naːn²³²	n aː n ²³²
9482	兴宾寺山	难	412	naːn²⁴	naːn²⁴	n aː n ²⁴
9483	桂平石龙	难	412	naːn²¹³	naːn²¹³	n aː n ²¹³
9484	港北中里	难	412	naːn²¹³	naːn²¹³	n aː n ²¹³
9485	武宣黄茆	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
9486	武宣桐岭	难	412	naːn²¹³	naːn²¹³	n aː n ²¹³
9487	象州大乐	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
9488	象州运江	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
9489	鹿寨四排	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
9490	鹿寨鹿寨	难	412	naːn²³¹	naːn²³¹	n aː n ²³¹
61	大化岩滩	雨*	007	wʊn⁴²	wʊn⁴²	w ʊ n ⁴²
62	大化流水	雨*	007	hʊn⁴²	hʊn⁴²	h ʊ n ⁴²
63	都安高岭	雨*	007	ʋʊn⁵³	ʋʊn⁵³	ʋ ʊ n ⁵³
64	都安百旺	雨*	007	ʋʊn⁵³	ʋʊn⁵³	ʋ ʊ n ⁵³
65	上林塘红	雨*	007	wʊn⁴⁵³	wʊn⁴⁵³	w ʊ n ⁴⁵³
66	上林明亮	雨*	007	wɜn³⁵	wɜn³⁵	w ɜ n ³⁵
67	马山永州	雨*	007	wən²¹⁴	wən²¹⁴	w ə n ²¹⁴
68	马山白山	雨*	007	hɯn²⁴	hɯn²⁴	h ɯ n ²⁴
69	忻城北更	雨*	007	ɣʊn⁴⁵³	ɣʊn⁴⁵³	ɣ ʊ n ⁴⁵³
70	忻城果邃	雨*	007	ʋʊn⁴⁵³	ʋʊn⁴⁵³	ʋ ʊ n ⁴⁵³
5304	兴宾迁江	雨*	007	hʊn³⁵³	hʊn³⁵³	h ʊ n ³⁵³
5305	兴宾寺山	雨*	007	wʊn³⁵	wʊn³⁵	w ʊ n ³⁵
5306	桂平石龙	雨*	007	wɪn²⁴	wɪn²⁴	w ɪ n ²⁴
5307	港北中里	雨*	007	wən²⁵	wən²⁵	w ə n ²⁵
5308	武宣黄茆	雨*	007	ʋʌn⁵³	ʋʌn⁵³	ʋ ʌ n ⁵³
5309	武宣桐岭	雨*	007	wɜn³⁵	wɜn³⁵	w ɜ n ³⁵
5310	象州大乐	雨*	007	ʔwɤn̥⁵⁴ʔ	ʔwɤn̥⁵⁴ʔ	ʔ w ɤ n̥ ⁵⁴ʔ/⁵⁴
5311	象州运江	雨*	007	wɜn̥⁵⁴ʔ	wɜn̥⁵⁴ʔ	w ɜ n̥ ⁵⁴ʔ/⁵⁴
